SWN Append,KEYWORD,L,S,ADJ DEG,X,Z,QUADRANT,Sextant,Sector,Design ID (WindChill)
es6-cm213,SBEND,2.726077105,213.40871,20.15183621,-578.7802246,-212.3974348,SW,7,6,
es6-dv213,SBEND,2.726077105,213.40871,20.15183621,-578.7802246,-212.3974348,SW,7,6,
es6-cm214,MULTIPOLE,0,213.66711,20.17570942,-578.7178645,-212.6481976,SW,7,6,
es6-dt214,MULTIPOLE,0,213.66711,20.17570942,-578.7178645,-212.6481976,SW,7,6,
es6-cm214,DRIFT,0.258400373,213.66711,20.17570942,-578.7178645,-212.6481976,SW,7,6,
es6-dt214,DRIFT,0.258400373,213.66711,20.17570942,-578.7178645,-212.6481976,SW,7,6,
es6-cm215.1,MULTIPOLE,0,214.55851,20.25806315,-578.5012719,-213.5128834,SW,7,6,
es6-dv215,MULTIPOLE,0,214.55851,20.25806315,-578.5012719,-213.5128834,SW,7,6,
es6-cm215.1,SBEND,0.891400429,214.55851,20.25806315,-578.5012719,-213.5128834,SW,7,6,
es6-dv215,SBEND,0.891400429,214.55851,20.25806315,-578.5012719,-213.5128834,SW,7,6,
es6-cm215.2,MULTIPOLE,0,214.81691,20.28193557,-578.4380599,-213.7634328,SW,7,6,
es6-dt215,MULTIPOLE,0,214.81691,20.28193557,-578.4380599,-213.7634328,SW,7,6,
es6-cm215.2,DRIFT,0.258400373,214.81691,20.28193557,-578.4380599,-213.7634328,SW,7,6,
es6-dt215,DRIFT,0.258400373,214.81691,20.28193557,-578.4380599,-213.7634328,SW,7,6,
es6-cm218,MULTIPOLE,0,217.54299,20.53379527,-577.7574586,-216.4031698,SW,7,6,
es6-dv218,MULTIPOLE,0,217.54299,20.53379527,-577.7574586,-216.4031698,SW,7,6,
es6-cm218,SBEND,2.726077105,217.54299,20.53379527,-577.7574586,-216.4031698,SW,7,6,
es6-dv218,SBEND,2.726077105,217.54299,20.53379527,-577.7574586,-216.4031698,SW,7,6,
es6-dt218.1,DRIFT,0.374783751,217.91777,20.56842194,-577.6620035,-216.7655939,SW,7,6,
es6-ks218,VKICKER,0.2,218.11777,20.5868984,-577.6110648,-216.9589982,SW,7,6,
es6-dt218.2,DRIFT,0.064,218.18177,20.59281061,-577.5947644,-217.0208876,SW,7,6,
es6-q219,QUADRUPOLE,0.5,218.55677,20.62744997,-577.4992543,-217.3835208,SW,7,6,
es6-dt219,DRIFT,0.163,218.84477,20.65405008,-577.4259025,-217.662023,SW,7,6,
es6-sx219,SEXTUPOLE,0.57,219.41477,20.70668859,-577.2807271,-218.2132255,SW,7,6,
es6-cm220,MULTIPOLE,0,219.92177,20.75350069,-577.1515974,-218.7035055,SW,7,6,
es6-dt220,MULTIPOLE,0,219.92177,20.75350069,-577.1515974,-218.7035055,SW,7,6,
es6-cm220,DRIFT,0.507,219.92177,20.75350069,-577.1515974,-218.7035055,SW,7,6,
es6-dt220,DRIFT,0.507,219.92177,20.75350069,-577.1515974,-218.7035055,SW,7,6,
es6-cm223.1,MULTIPOLE,0,222.64785,21.00520294,-576.4435945,-221.3360255,SW,7,6,
es6-dv223,MULTIPOLE,0,222.64785,21.00520294,-576.4435945,-221.3360255,SW,7,6,
es6-cm223.1,SBEND,2.726077105,222.64785,21.00520294,-576.4435945,-221.3360255,SW,7,6,
es6-dv223,SBEND,2.726077105,222.64785,21.00520294,-576.4435945,-221.3360255,SW,7,6,
es6-cm223.2,MULTIPOLE,0,222.90625,21.02906234,-576.3751878,-221.5852067,SW,7,6,
es6-dt223,MULTIPOLE,0,222.90625,21.02906234,-576.3751878,-221.5852067,SW,7,6,
es6-cm223.2,DRIFT,0.258400373,222.90625,21.02906234,-576.3751878,-221.5852067,SW,7,6,
es6-dt223,DRIFT,0.258400373,222.90625,21.02906234,-576.3751878,-221.5852067,SW,7,6,
es6-cm224.1,MULTIPOLE,0,223.79765,21.11136853,-576.1377457,-222.4444012,SW,7,6,
es6-dv224,MULTIPOLE,0,223.79765,21.11136853,-576.1377457,-222.4444012,SW,7,6,
es6-cm224.1,SBEND,0.891400429,223.79765,21.11136853,-576.1377457,-222.4444012,SW,7,6,
es6-dv224,SBEND,0.891400429,223.79765,21.11136853,-576.1377457,-222.4444012,SW,7,6,
es6-cm224.2,MULTIPOLE,0,224.05605,21.1352272,-576.0684924,-222.6933484,SW,7,6,
es6-dt224,MULTIPOLE,0,224.05605,21.1352272,-576.0684924,-222.6933484,SW,7,6,
es6-cm224.2,DRIFT,0.258400373,224.05605,21.1352272,-576.0684924,-222.6933484,SW,7,6,
es6-dt224,DRIFT,0.258400373,224.05605,21.1352272,-576.0684924,-222.6933484,SW,7,6,
es6-cm227,MULTIPOLE,0,226.78213,21.38694107,-575.3242465,-225.3158525,SW,7,6,
es6-dv227,MULTIPOLE,0,226.78213,21.38694107,-575.3242465,-225.3158525,SW,7,6,
es6-cm227,SBEND,2.726077105,226.78213,21.38694107,-575.3242465,-225.3158525,SW,7,6,
es6-dv227,SBEND,2.726077105,226.78213,21.38694107,-575.3242465,-225.3158525,SW,7,6,
es6-dt227.1,DRIFT,0.374783751,227.15691,21.42154762,-575.2200539,-225.6758619,SW,7,6,
es6-ks227,HKICKER,0.2,227.35691,21.44001352,-575.1644525,-225.8679777,SW,7,6,
es6-dt227.2,DRIFT,0.064,227.42091,21.44592238,-575.14666,-225.9294547,SW,7,6,
es6-q228,QUADRUPOLE,0.5,227.79591,21.4805423,-575.0424073,-226.2896719,SW,7,6,
es6-dt228.1,DRIFT,0.156,228.07691,21.5064816,-574.9642873,-226.5595946,SW,7,6,
es6-sx228,SEXTUPOLE,0.24,228.31691,21.52863441,-574.8975655,-226.7901335,SW,7,6,
es6-dt228.2,DRIFT,0.104,228.42091,21.53823346,-574.8686528,-226.8900337,SW,7,6,
es6-sx229,SEXTUPOLE,0.24,228.66091,21.56038396,-574.8019311,-227.1205727,SW,7,6,
es6-cm229,MULTIPOLE,0,229.16091,21.60652561,-574.6629275,-227.6008622,SW,7,6,
es6-dt229,MULTIPOLE,0,229.16091,21.60652561,-574.6629275,-227.6008622,SW,7,6,
es6-cm229,DRIFT,0.5,229.16091,21.60652561,-574.6629275,-227.6008622,SW,7,6,
es6-dt229,DRIFT,0.5,229.16091,21.60652561,-574.6629275,-227.6008622,SW,7,6,
es6-cm232.1,MULTIPOLE,0,231.88699,21.85809665,-573.8914625,-230.2154886,SW,7,6,
es6-dv232,MULTIPOLE,0,231.88699,21.85809665,-573.8914625,-230.2154886,SW,7,6,
es6-cm232.1,SBEND,2.726077105,231.88699,21.85809665,-573.8914625,-230.2154886,SW,7,6,
es6-dv232,SBEND,2.726077105,231.88699,21.85809665,-573.8914625,-230.2154886,SW,7,6,
es6-cm232.2,MULTIPOLE,0,232.14539,21.88194353,-573.8170492,-230.4629425,SW,7,6,
es6-dt232,MULTIPOLE,0,232.14539,21.88194353,-573.8170492,-230.4629425,SW,7,6,
es6-cm232.2,DRIFT,0.258400373,232.14539,21.88194353,-573.8170492,-230.4629425,SW,7,6,
es6-dt232,DRIFT,0.258400373,232.14539,21.88194353,-573.8170492,-230.4629425,SW,7,6,
es6-cm233.1,MULTIPOLE,0,233.03679,21.96420665,-573.5588964,-231.316143,SW,7,6,
es6-dv233,MULTIPOLE,0,233.03679,21.96420665,-573.5588964,-231.316143,SW,7,6,
es6-cm233.1,SBEND,0.891400429,233.03679,21.96420665,-573.5588964,-231.316143,SW,7,6,
es6-dv233,SBEND,0.891400429,233.03679,21.96420665,-573.5588964,-231.316143,SW,7,6,
es6-cm233.2,MULTIPOLE,0,233.29519,21.98805288,-573.4836424,-231.5633425,SW,7,6,
es6-dt233,MULTIPOLE,0,233.29519,21.98805288,-573.4836424,-231.5633425,SW,7,6,
es6-cm233.2,DRIFT,0.258400373,233.29519,21.98805288,-573.4836424,-231.5633425,SW,7,6,
es6-dt233,DRIFT,0.258400373,233.29519,21.98805288,-573.4836424,-231.5633425,SW,7,6,
es6-cm236,MULTIPOLE,0,236.02127,22.23963457,-572.6761873,-234.1670793,SW,7,6,
es6-dv236,MULTIPOLE,0,236.02127,22.23963457,-572.6761873,-234.1670793,SW,7,6,
es6-cm236,SBEND,2.726077105,236.02127,22.23963457,-572.6761873,-234.1670793,SW,7,6,
es6-dv236,SBEND,2.726077105,236.02127,22.23963457,-572.6761873,-234.1670793,SW,7,6,
es6-dt236,DRIFT,0.374783751,236.39605,22.2742229,-572.5633181,-234.5244635,SW,7,6,
es6-ks237,VKICKER,0.2,236.59605,22.29267924,-572.5030865,-234.7151783,SW,7,6,
es6-dt237.1,DRIFT,0.064,236.66005,22.29858505,-572.4838124,-234.7762071,SW,7,6,
es6-q237,QUADRUPOLE,0.5,237.03505,22.33318741,-572.3708781,-235.1337974,SW,7,6,
es6-dt237.2,DRIFT,0.163,237.32305,22.35975963,-572.2841446,-235.4084268,SW,7,6,
es6-sx238,SEXTUPOLE,0.57,237.89305,22.41234434,-572.1124845,-235.9519641,SW,7,6,
es6-cm238,MULTIPOLE,0,238.40005,22.45911013,-571.9597973,-236.4354262,SW,7,6,
es6-dt238,MULTIPOLE,0,238.40005,22.45911013,-571.9597973,-236.4354262,SW,7,6,
es6-cm238,DRIFT,0.507,238.40005,22.45911013,-571.9597973,-236.4354262,SW,7,6,
es6-dt238,DRIFT,0.507,238.40005,22.45911013,-571.9597973,-236.4354262,SW,7,6,
es6-cm241.1,MULTIPOLE,0,241.12613,22.71056353,-571.1253217,-239.0306294,SW,7,6,
es6-dv241,MULTIPOLE,0,241.12613,22.71056353,-571.1253217,-239.0306294,SW,7,6,
es6-cm241.1,SBEND,2.726077105,241.12613,22.71056353,-571.1253217,-239.0306294,SW,7,6,
es6-dv241,SBEND,2.726077105,241.12613,22.71056353,-571.1253217,-239.0306294,SW,7,6,
es6-cm241.2,MULTIPOLE,0,241.38453,22.73439917,-571.0449453,-239.2762112,SW,7,6,
es6-dt241,MULTIPOLE,0,241.38453,22.73439917,-571.0449453,-239.2762112,SW,7,6,
es6-cm241.2,DRIFT,0.258400373,241.38453,22.73439917,-571.0449453,-239.2762112,SW,7,6,
es6-dt241,DRIFT,0.258400373,241.38453,22.73439917,-571.0449453,-239.2762112,SW,7,6,
es6-cm242,MULTIPOLE,0,242.27593,22.81662367,-570.7662328,-240.1229185,SW,7,6,
es6-dv242,MULTIPOLE,0,242.27593,22.81662367,-570.7662328,-240.1229185,SW,7,6,
es6-cm242,SBEND,0.891400429,242.27593,22.81662367,-570.7662328,-240.1229185,SW,7,6,
es6-dv242,SBEND,0.891400429,242.27593,22.81662367,-570.7662328,-240.1229185,SW,7,6,
es6-cm243,MULTIPOLE,0,242.53433,22.84045873,-570.6850222,-240.3682256,SW,7,6,
es6-dt243,MULTIPOLE,0,242.53433,22.84045873,-570.6850222,-240.3682256,SW,7,6,
es6-cm243,DRIFT,0.258400373,242.53433,22.84045873,-570.6850222,-240.3682256,SW,7,6,
es6-dt243,DRIFT,0.258400373,242.53433,22.84045873,-570.6850222,-240.3682256,SW,7,6,
es6-cm245,MULTIPOLE,0,245.26041,23.09192179,-569.8148302,-242.9516721,SW,7,6,
es6-dv245,MULTIPOLE,0,245.26041,23.09192179,-569.8148302,-242.9516721,SW,7,6,
es6-cm245,SBEND,2.726077105,245.26041,23.09192179,-569.8148302,-242.9516721,SW,7,6,
es6-dv245,SBEND,2.726077105,245.26041,23.09192179,-569.8148302,-242.9516721,SW,7,6,
es6-dt246.1,DRIFT,0.374783751,245.63519,23.12649374,-569.6933505,-243.3062218,SW,7,6,
es6-ks246,HKICKER,0.2,245.83519,23.1449415,-569.628524,-243.4954242,SW,7,6,
es6-dt246.2,DRIFT,0.064,245.89919,23.1508446,-569.6077795,-243.5559689,SW,7,6,
es6-q246,QUADRUPOLE,0.5,246.27419,23.18543125,-569.4862297,-243.9107233,SW,7,6,
es6-dt247.1,DRIFT,0.156,246.55519,23.21134613,-569.3951484,-244.1765525,SW,7,6,
es6-sx247.1,SEXTUPOLE,0.24,246.79519,23.23347845,-569.3173565,-244.4035953,SW,7,6,
es6-dt247.2,DRIFT,0.104,246.89919,23.24306871,-569.2836467,-244.5019805,SW,7,6,
es6-sx247.2,SEXTUPOLE,0.24,247.13919,23.26519918,-569.2058548,-244.7290233,SW,7,6,
es6-cm248,MULTIPOLE,0,247.63919,23.31130012,-569.0437884,-245.2020291,SW,7,6,
es6-dt248,MULTIPOLE,0,247.63919,23.31130012,-569.0437884,-245.2020291,SW,7,6,
es6-cm248,DRIFT,0.5,247.63919,23.31130012,-569.0437884,-245.2020291,SW,7,6,
es6-dt248,DRIFT,0.5,247.63919,23.31130012,-569.0437884,-245.2020291,SW,7,6,
es6-cm250,MULTIPOLE,0,250.36527,23.56264932,-568.1467902,-247.7762909,SW,7,6,
es6-dv250,MULTIPOLE,0,250.36527,23.56264932,-568.1467902,-247.7762909,SW,7,6,
es6-cm250,SBEND,2.726077105,250.36527,23.56264932,-568.1467902,-247.7762909,SW,7,6,
es6-dv250,SBEND,2.726077105,250.36527,23.56264932,-568.1467902,-247.7762909,SW,7,6,
es6-cm251,MULTIPOLE,0,250.62367,23.586475,-568.0604978,-248.0198568,SW,7,6,
es6-dt251,MULTIPOLE,0,250.62367,23.586475,-568.0604978,-248.0198568,SW,7,6,
es6-cm251,DRIFT,0.258400373,250.62367,23.586475,-568.0604978,-248.0198568,SW,7,6,
es6-dt251,DRIFT,0.258400373,250.62367,23.586475,-568.0604978,-248.0198568,SW,7,6,
es6-cm252.1,MULTIPOLE,0,251.51507,23.66866525,-567.7613887,-248.8595756,SW,7,6,
es6-dv252,MULTIPOLE,0,251.51507,23.66866525,-567.7613887,-248.8595756,SW,7,6,
es6-cm252.1,SBEND,0.891400429,251.51507,23.66866525,-567.7613887,-248.8595756,SW,7,6,
es6-dv252,SBEND,0.891400429,251.51507,23.66866525,-567.7613887,-248.8595756,SW,7,6,
es6-cm252.2,MULTIPOLE,0,251.77347,23.69249043,-567.6742689,-249.1028469,SW,7,6,
es6-dt252,MULTIPOLE,0,251.77347,23.69249043,-567.6742689,-249.1028469,SW,7,6,
es6-cm252.2,DRIFT,0.258400373,251.77347,23.69249043,-567.6742689,-249.1028469,SW,7,6,
es6-dt252,DRIFT,0.258400373,251.77347,23.69249043,-567.6742689,-249.1028469,SW,7,6,
es6-cm254,MULTIPOLE,0,254.49955,23.94384824,-566.7418493,-251.6644915,SW,7,6,
es6-dv254,MULTIPOLE,0,254.49955,23.94384824,-566.7418493,-251.6644915,SW,7,6,
es6-cm254,SBEND,2.726077105,254.49955,23.94384824,-566.7418493,-251.6644915,SW,7,6,
es6-dv254,SBEND,2.726077105,254.49955,23.94384824,-566.7418493,-251.6644915,SW,7,6,
es6-dt255.1,DRIFT,0.374783751,254.87433,23.97840566,-566.6118301,-252.0159995,SW,7,6,
es6-ks255,VKICKER,0.2,255.07433,23.99684583,-566.5424465,-252.2035786,SW,7,6,
es6-dt255.2,DRIFT,0.064,255.13833,24.00274652,-566.5202438,-252.2636039,SW,7,6,
es6-q256,QUADRUPOLE,0.5,255.51333,24.0373193,-566.3901496,-252.6153147,SW,7,6,
es6-dt256,DRIFT,0.163,255.80133,24.06386935,-566.2902372,-252.8854286,SW,7,6,
es6-sx256,SEXTUPOLE,0.57,256.37133,24.11641152,-566.092494,-253.4200291,SW,7,6,
es6-cm257,MULTIPOLE,0,256.87833,24.16314101,-565.9166067,-253.8955421,SW,7,6,
es6-dt257,MULTIPOLE,0,256.87833,24.16314101,-565.9166067,-253.8955421,SW,7,6,
es6-cm257,DRIFT,0.507,256.87833,24.16314101,-565.9166067,-253.8955421,SW,7,6,
es6-dt257,DRIFT,0.507,256.87833,24.16314101,-565.9166067,-253.8955421,SW,7,6,
es6-cm260.1,MULTIPOLE,0,259.60441,24.41439933,-564.9576108,-256.4473564,SW,7,6,
es6-dv260,MULTIPOLE,0,259.60441,24.41439933,-564.9576108,-256.4473564,SW,7,6,
es6-cm260.1,SBEND,2.726077105,259.60441,24.41439933,-564.9576108,-256.4473564,SW,7,6,
es6-dv260,SBEND,2.726077105,259.60441,24.41439933,-564.9576108,-256.4473564,SW,7,6,
es6-cm260.2,MULTIPOLE,0,259.86281,24.43821631,-564.8654528,-256.6887641,SW,7,6,
es6-dt260,MULTIPOLE,0,259.86281,24.43821631,-564.8654528,-256.6887641,SW,7,6,
es6-cm260.2,DRIFT,0.258400373,259.86281,24.43821631,-564.8654528,-256.6887641,SW,7,6,
es6-dt260,DRIFT,0.258400373,259.86281,24.43821631,-564.8654528,-256.6887641,SW,7,6,
es6-cm261.1,MULTIPOLE,0,260.75421,24.52037668,-564.546122,-257.5210031,SW,7,6,
es6-dv261,MULTIPOLE,0,260.75421,24.52037668,-564.546122,-257.5210031,SW,7,6,
es6-cm261.1,SBEND,0.891400429,260.75421,24.52037668,-564.546122,-257.5210031,SW,7,6,
es6-dv261,SBEND,0.891400429,260.75421,24.52037668,-564.546122,-257.5210031,SW,7,6,
es6-cm261.2,MULTIPOLE,0,261.01261,24.54419322,-564.4531441,-257.7620961,SW,7,6,
es6-dt261,MULTIPOLE,0,261.01261,24.54419322,-564.4531441,-257.7620961,SW,7,6,
es6-cm261.2,DRIFT,0.258400373,261.01261,24.54419322,-564.4531441,-257.7620961,SW,7,6,
es6-dt261,DRIFT,0.258400373,261.01261,24.54419322,-564.4531441,-257.7620961,SW,7,6,
es6-cm264,MULTIPOLE,0,263.73868,24.79545908,-563.4590422,-260.3004403,SW,7,6,
es6-dv264,MULTIPOLE,0,263.73868,24.79545908,-563.4590422,-260.3004403,SW,7,6,
es6-cm264,SBEND,2.726077105,263.73868,24.79545908,-563.4590422,-260.3004403,SW,7,6,
es6-dv264,SBEND,2.726077105,263.73868,24.79545908,-563.4590422,-260.3004403,SW,7,6,
es6-dt264.1,DRIFT,0.374783751,264.11347,24.8300038,-563.3205596,-260.6487008,SW,7,6,
es6-ks264,HKICKER,0.2,264.31347,24.84843735,-563.2466596,-260.834547,SW,7,6,
es6-dt264.2,DRIFT,0.064,264.37747,24.85433594,-563.2230116,-260.8940178,SW,7,6,
es6-q265,QUADRUPOLE,0.5,264.75247,24.88889668,-563.0844491,-261.2424793,SW,7,6,
es6-dt265.1,DRIFT,0.156,265.03347,24.91479266,-562.9806196,-261.5035931,SW,7,6,
es6-sx265,SEXTUPOLE,0.24,265.27347,24.93690918,-562.8919396,-261.7266085,SW,7,6,
es6-dt265.2,DRIFT,0.104,265.37747,24.9464927,-562.8535116,-261.8232485,SW,7,6,
es6-sx266,SEXTUPOLE,0.24,265.61747,24.96860783,-562.7648316,-262.0462639,SW,7,6,
es6-cm266,MULTIPOLE,0,266.11747,25.01467786,-562.5800816,-262.5108792,SW,7,6,
es6-dt266,MULTIPOLE,0,266.11747,25.01467786,-562.5800816,-262.5108792,SW,7,6,
es6-cm266,DRIFT,0.5,266.11747,25.01467786,-562.5800816,-262.5108792,SW,7,6,
es6-dt266,DRIFT,0.5,266.11747,25.01467786,-562.5800816,-262.5108792,SW,7,6,
es6-cm269.1,MULTIPOLE,0,268.84355,25.26585852,-561.559649,-265.0387532,SW,7,6,
es6-dv269,MULTIPOLE,0,268.84355,25.26585852,-561.559649,-265.0387532,SW,7,6,
es6-cm269.1,SBEND,2.726077105,268.84355,25.26585852,-561.559649,-265.0387532,SW,7,6,
es6-dv269,SBEND,2.726077105,268.84355,25.26585852,-561.559649,-265.0387532,SW,7,6,
es6-cm269.2,MULTIPOLE,0,269.10195,25.28966806,-561.4616794,-265.2778613,SW,7,6,
es6-dt269,MULTIPOLE,0,269.10195,25.28966806,-561.4616794,-265.2778613,SW,7,6,
es6-cm269.2,DRIFT,0.258400373,269.10195,25.28966806,-561.4616794,-265.2778613,SW,7,6,
es6-dt269,DRIFT,0.258400373,269.10195,25.28966806,-561.4616794,-265.2778613,SW,7,6,
es6-cm270.1,MULTIPOLE,0,269.99335,25.37180285,-561.1223138,-266.1021337,SW,7,6,
es6-dv270,MULTIPOLE,0,269.99335,25.37180285,-561.1223138,-266.1021337,SW,7,6,
es6-cm270.1,SBEND,0.891400429,269.99335,25.37180285,-561.1223138,-266.1021337,SW,7,6,
es6-dv270,SBEND,0.891400429,269.99335,25.37180285,-561.1223138,-266.1021337,SW,7,6,
es6-cm270.2,MULTIPOLE,0,270.25175,25.39561201,-561.0235321,-266.3409075,SW,7,6,
es6-dt270,MULTIPOLE,0,270.25175,25.39561201,-561.0235321,-266.3409075,SW,7,6,
es6-cm270.2,DRIFT,0.258400373,270.25175,25.39561201,-561.0235321,-266.3409075,SW,7,6,
es6-dt270,DRIFT,0.258400373,270.25175,25.39561201,-561.0235321,-266.3409075,SW,7,6,
es6-cm273,MULTIPOLE,0,272.97782,25.64679911,-559.9683295,-268.8544661,SW,7,6,
es6-dv273,MULTIPOLE,0,272.97782,25.64679911,-559.9683295,-268.8544661,SW,7,6,
es6-cm273,SBEND,2.726077105,272.97782,25.64679911,-559.9683295,-268.8544661,SW,7,6,
es6-dv273,SBEND,2.726077105,272.97782,25.64679911,-559.9683295,-268.8544661,SW,7,6,
es6-dt273,DRIFT,0.374783751,273.35261,25.68133294,-559.8214645,-269.1992756,SW,7,6,
es6-ks274,VKICKER,0.2,273.55261,25.69976083,-559.7430913,-269.38328,SW,7,6,
es6-dt274.1,DRIFT,0.064,273.61661,25.70565764,-559.7180119,-269.4421615,SW,7,6,
es6-q274,QUADRUPOLE,0.5,273.99161,25.74020814,-559.5710622,-269.7871698,SW,7,6,
es6-dt274.2,DRIFT,0.163,274.27961,25.76674161,-559.4582048,-270.0521363,SW,7,6,
es6-sx275,SEXTUPOLE,0.57,274.84961,25.81925234,-559.2348412,-270.576549,SW,7,6,
es6-cm275,MULTIPOLE,0,275.35661,25.86595538,-559.0361652,-271.0430003,SW,7,6,
es6-dt275,MULTIPOLE,0,275.35661,25.86595538,-559.0361652,-271.0430003,SW,7,6,
es6-cm275,DRIFT,0.507,275.35661,25.86595538,-559.0361652,-271.0430003,SW,7,6,
es6-dt275,DRIFT,0.507,275.35661,25.86595538,-559.0361652,-271.0430003,SW,7,6,
es6-cm278.1,MULTIPOLE,0,278.08268,26.11707152,-557.9548928,-273.545455,SW,7,6,
es6-dv278,MULTIPOLE,0,278.08268,26.11707152,-557.9548928,-273.545455,SW,7,6,
es6-cm278.1,SBEND,2.726077105,278.08268,26.11707152,-557.9548928,-273.545455,SW,7,6,
es6-dv278,SBEND,2.726077105,278.08268,26.11707152,-557.9548928,-273.545455,SW,7,6,
es6-cm278.2,MULTIPOLE,0,278.34109,26.14087485,-557.8511689,-273.7821238,SW,7,6,
es6-dt278,MULTIPOLE,0,278.34109,26.14087485,-557.8511689,-273.7821238,SW,7,6,
es6-cm278.2,DRIFT,0.258400373,278.34109,26.14087485,-557.8511689,-273.7821238,SW,7,6,
es6-dt278,DRIFT,0.258400373,278.34109,26.14087485,-557.8511689,-273.7821238,SW,7,6,
es6-cm279.1,MULTIPOLE,0,279.23249,26.22298836,-557.491967,-274.5979473,SW,7,6,
es6-dv279,MULTIPOLE,0,279.23249,26.22298836,-557.491967,-274.5979473,SW,7,6,
es6-cm279.1,SBEND,0.891400429,279.23249,26.22298836,-557.491967,-274.5979473,SW,7,6,
es6-dv279,SBEND,0.891400429,279.23249,26.22298836,-557.491967,-274.5979473,SW,7,6,
es6-cm279.2,MULTIPOLE,0,279.49089,26.24679139,-557.3874393,-274.8342621,SW,7,6,
es6-dt279,MULTIPOLE,0,279.49089,26.24679139,-557.3874393,-274.8342621,SW,7,6,
es6-cm279.2,DRIFT,0.258400373,279.49089,26.24679139,-557.3874393,-274.8342621,SW,7,6,
es6-dt279,DRIFT,0.258400373,279.49089,26.24679139,-557.3874393,-274.8342621,SW,7,6,
es6-cm282,MULTIPOLE,0,282.21696,26.49791284,-556.2717534,-277.3215648,SW,7,6,
es6-dv282,MULTIPOLE,0,282.21696,26.49791284,-556.2717534,-277.3215648,SW,7,6,
es6-cm282,SBEND,2.726077105,282.21696,26.49791284,-556.2717534,-277.3215648,SW,7,6,
es6-dv282,SBEND,2.726077105,282.21696,26.49791284,-556.2717534,-277.3215648,SW,7,6,
es6-dt283.1,DRIFT,0.374783751,282.59175,26.53243757,-556.116592,-277.6627213,SW,7,6,
es6-ks283,HKICKER,0.2,282.79175,26.55086078,-556.0337914,-277.8447765,SW,7,6,
es6-dt283.2,DRIFT,0.064,282.85575,26.55675611,-556.0072953,-277.9030341,SW,7,6,
es6-q283,QUADRUPOLE,0.5,283.23075,26.59129818,-555.8520443,-278.2443875,SW,7,6,
es6-dt284.1,DRIFT,0.156,283.51175,26.61718068,-555.7357096,-278.500175,SW,7,6,
es6-sx284.1,SEXTUPOLE,0.24,283.75175,26.63928604,-555.6363489,-278.7186411,SW,7,6,
es6-dt284.2,DRIFT,0.104,283.85575,26.64886483,-555.5932927,-278.8133098,SW,7,6,
es6-sx284.2,SEXTUPOLE,0.24,284.09575,26.67096925,-555.493932,-279.031776,SW,7,6,
es6-cm285,MULTIPOLE,0,284.59575,26.71701801,-555.2869307,-279.4869138,SW,7,6,
es6-dt285,MULTIPOLE,0,284.59575,26.71701801,-555.2869307,-279.4869138,SW,7,6,
es6-cm285,DRIFT,0.5,284.59575,26.71701801,-555.2869307,-279.4869138,SW,7,6,
es6-dt285,DRIFT,0.5,284.59575,26.71701801,-555.2869307,-279.4869138,SW,7,6,
es6-cm287,MULTIPOLE,0,287.32182,26.9680827,-554.1454512,-281.9624852,SW,7,6,
es6-dv287,MULTIPOLE,0,287.32182,26.9680827,-554.1454512,-281.9624852,SW,7,6,
es6-cm287,SBEND,2.726077105,287.32182,26.9680827,-554.1454512,-281.9624852,SW,7,6,
es6-dv287,SBEND,2.726077105,287.32182,26.9680827,-554.1454512,-281.9624852,SW,7,6,
es6-cm288.1,MULTIPOLE,0,287.58022,26.99188106,-554.0360336,-282.1965761,SW,7,6,
es6-dt288,MULTIPOLE,0,287.58022,26.99188106,-554.0360336,-282.1965761,SW,7,6,
es6-cm288.1,DRIFT,0.258400373,287.58022,26.99188106,-554.0360336,-282.1965761,SW,7,6,
es6-dt288,DRIFT,0.258400373,287.58022,26.99188106,-554.0360336,-282.1965761,SW,7,6,
es6-cm288.2,MULTIPOLE,0,288.47162,27.07397756,-553.6572056,-283.0034735,SW,7,6,
es6-dv288,MULTIPOLE,0,288.47162,27.07397756,-553.6572056,-283.0034735,SW,7,6,
es6-cm288.2,SBEND,0.891400429,288.47162,27.07397756,-553.6572056,-283.0034735,SW,7,6,
es6-dv288,SBEND,0.891400429,288.47162,27.07397756,-553.6572056,-283.0034735,SW,7,6,
es6-cm289,MULTIPOLE,0,288.73003,27.09777569,-553.5469931,-283.2371911,SW,7,6,
es6-dt289,MULTIPOLE,0,288.73003,27.09777569,-553.5469931,-283.2371911,SW,7,6,
es6-cm289,DRIFT,0.258400373,288.73003,27.09777569,-553.5469931,-283.2371911,SW,7,6,
es6-dt289,DRIFT,0.258400373,288.73003,27.09777569,-553.5469931,-283.2371911,SW,7,6,
es6-cm291,MULTIPOLE,0,291.4561,27.34884452,-552.3714765,-285.6967826,SW,7,6,
es6-dv291,MULTIPOLE,0,291.4561,27.34884452,-552.3714765,-285.6967826,SW,7,6,
es6-cm291,SBEND,2.726077105,291.4561,27.34884452,-552.3714765,-285.6967826,SW,7,6,
es6-dv291,SBEND,2.726077105,291.4561,27.34884452,-552.3714765,-285.6967826,SW,7,6,
es6-dt292.1,DRIFT,0.374783751,291.83089,27.38336196,-552.2081094,-286.0340867,SW,7,6,
es6-ks292,VKICKER,0.2,292.03089,27.40178142,-552.12093,-286.214086,SW,7,6,
es6-dt292.2,DRIFT,0.064,292.09489,27.40767559,-552.0930326,-286.2716858,SW,7,6,
